datetime,temperature,feels_like,dew_point,humidity,wind_speed,precipitation_cm
2025/03/19 00:30,15.05,14.964985,10.4,73.747856,1.484318,0.0
2025/03/19 06:30,26.7,24.921984,5.9,26.530485,5.1575575,0.0
2025/03/19 12:30,19.55,18.659159,9.2,51.203987,4.68,0.0
2025/03/19 18:30,11.7,10.301427,6.65,71.17029,3.7585104,0.0
2025/03/20 00:30,10.85,9.337827,6.1,72.49369,3.671294,0.0
2025/03/20 06:30,26.15,24.11051,6.2,27.978958,7.415038,0.0
2025/03/20 12:30,20.4,19.737347,8.9,47.606144,2.5582807,0.0
2025/03/20 18:30,10.45,9.12947,6.6,77.058075,3.143565,0.0
2025/03/21 00:30,12.15,10.726879,5.7,64.70908,2.4482646,0.0
2025/03/21 06:30,26.7,24.476107,4.0,23.241796,5.4744864,0.0
2025/03/21 12:30,20.25,17.482594,4.15,34.657276,9.422101,0.0
2025/03/21 18:30,12.95,11.119627,4.25,55.504642,3.143565,0.0
2025/03/22 00:30,11.7,10.106022,5.45,65.51166,3.244996,0.0
2025/03/22 06:30,26.4,23.920221,3.35,22.59866,6.3639607,0.0
2025/03/22 12:30,20.0,20.351646,11.6,58.43809,0.9693296,0.0
2025/03/22 18:30,13.2,11.85697,6.4,63.39882,2.97953,0.0
2025/03/23 00:30,12.95,11.711943,6.85,66.46635,2.97953,0.0
2025/03/23 06:30,26.0,24.488602,8.6,33.25617,7.8149853,0.0
2025/03/23 12:30,20.7,21.545872,13.25,62.367653,1.2979984,0.0
2025/03/23 18:30,12.85,12.142948,9.3,79.01736,3.6179552,0.0
2025/03/24 00:30,15.4,14.992533,9.5,67.89349,1.9386592,0.0
2025/03/24 06:30,26.15,25.568687,12.0,41.359474,8.211235,0.0
2025/03/24 12:30,21.55,22.882002,14.65,64.82389,1.4058449,0.0
2025/03/24 18:30,14.6,14.502829,10.75,77.70737,2.2768397,0.0
2025/03/25 00:30,16.85,16.887232,10.9,67.964005,1.659518,0.0
2025/03/25 06:30,27.05,27.329811,13.85,44.266644,6.59154,0.0
2025/03/25 12:30,21.75,22.601997,15.1,65.918816,5.8631387,0.0
2025/03/25 18:30,14.35,14.547947,11.85,84.93951,2.5772078,0.0
2025/03/26 00:30,15.5,15.547958,11.45,76.82257,2.7416782,0.0
2025/03/26 06:30,28.15,29.332623,14.5,43.292778,2.0124612,0.0
2025/03/26 12:30,22.8,23.607313,14.35,58.919685,4.2366967,0.0
2025/03/26 18:30,15.65,14.802511,10.15,69.78841,6.2145634,0.0
2025/03/27 00:30,15.65,14.138086,8.35,61.826286,7.3997297,0.0
2025/03/27 06:30,30.7,29.901512,9.1,26.170359,3.8183763,0.0
2025/03/27 12:30,22.85,24.004784,15.2,62.048935,4.0449967,0.0
2025/03/27 18:30,18.45,17.500305,8.25,51.430878,3.362677,0.0
2025/03/28 00:30,14.5,13.733261,8.15,65.67389,1.9386592,0.0
2025/03/28 06:30,27.65,26.277689,10.2,33.607193,10.1376915,0.0
2025/03/28 12:30,20.1,18.647835,8.25,46.410244,6.804381,0.0
2025/03/28 18:30,14.95,13.979654,6.7,57.782078,0.9,0.0
2025/03/29 00:30,11.4,10.181586,5.65,67.75635,0.9693296,0.0
2025/03/29 06:30,26.85,25.454144,8.5,31.416355,6.8399997,0.0
2025/03/29 12:30,19.2,18.686209,11.05,59.218525,5.7431,0.0
2025/03/29 18:30,14.95,14.005838,7.1,59.38887,1.3708391,0.0
2025/03/30 00:30,14.3,12.491627,2.85,46.06524,1.1384199,0.0
2025/03/30 06:30,27.85,27.23892,10.35,33.551105,5.8631387,0.0
2025/03/30 12:30,20.8,19.991034,8.4,44.902798,2.657668,0.0
2025/03/30 18:30,16.4,14.847929,4.35,44.743683,1.3708391,0.0
2025/03/31 00:30,11.2,8.951374,1.55,51.440742,2.5772078,0.0
